File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018291_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-18,700405.0,0.0,0.413,"(0.0,0.413)",0.1341,0.0412,0.0017,0.16,0.229,0.135,0.045,0.114
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018291_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-18,700405.0,0.0,0.684,"(0.0,0.684)",0.088,0.0456,0.0021,0.115,0.2,0.087,0.0,0.058
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018291_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-18,700405.0,0.0,0.212,"(0.0,0.212)",0.0166,0.0142,0.0002,0.025,0.055,0.014,0.0,0.005
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018292_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-19,696521.0,0.0,0.411,"(0.0,0.411)",0.1336,0.0413,0.0017,0.16,0.23,0.135,0.043,0.113
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018292_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-19,696521.0,0.0,0.684,"(0.0,0.684)",0.0885,0.0459,0.0021,0.116,0.203,0.088,0.0,0.058
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018292_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-19,696521.0,0.0,0.217,"(0.0,0.217)",0.0164,0.0142,0.0002,0.025,0.055,0.013,0.0,0.005
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018293_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-20,703046.0,0.0,0.41,"(0.0,0.41)",0.1344,0.0413,0.0017,0.161,0.231,0.135,0.044,0.114
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018293_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-20,703046.0,0.0,0.578,"(0.0,0.578)",0.0883,0.0457,0.0021,0.116,0.203,0.088,0.0,0.058
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018293_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-20,703046.0,0.0,0.206,"(0.0,0.206)",0.0166,0.0144,0.0002,0.025,0.055,0.014,0.0,0.005
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018294_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-21,704718.0,0.0,0.516,"(0.0,0.516)",0.1339,0.0407,0.0017,0.16,0.23,0.135,0.043,0.113
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018294_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-21,704718.0,0.0,0.489,"(0.0,0.489)",0.089,0.0456,0.0021,0.117,0.204,0.088,0.0,0.059
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018294_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-21,704718.0,0.0,0.227,"(0.0,0.227)",0.016,0.0132,0.0002,0.024,0.052,0.014,0.0,0.005
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018295_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-22,706607.0,0.0,0.422,"(0.0,0.422)",0.1352,0.0412,0.0017,0.162,0.234,0.136,0.042,0.114
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018295_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-22,706607.0,0.0,0.503,"(0.0,0.503)",0.0892,0.0435,0.0019,0.117,0.201,0.09,0.0,0.061
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018295_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-22,706607.0,0.0,0.149,"(0.0,0.149)",0.0166,0.0138,0.0002,0.025,0.055,0.014,0.0,0.005
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018296_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-23,706991.0,0.0,0.423,"(0.0,0.423)",0.1345,0.041,0.0017,0.161,0.233,0.135,0.041,0.113
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018296_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-23,706991.0,0.0,0.594,"(0.0,0.594)",0.0904,0.0444,0.002,0.119,0.206,0.091,0.0,0.061
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018296_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-23,706991.0,0.0,0.156,"(0.0,0.156)",0.0161,0.0135,0.0002,0.024,0.052,0.013,0.0,0.005
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018297_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-24,706540.0,0.0,0.486,"(0.0,0.486)",0.1351,0.041,0.0017,0.161,0.23,0.136,0.046,0.115
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018297_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-24,706540.0,0.0,0.502,"(0.0,0.502)",0.0893,0.0429,0.0018,0.117,0.201,0.09,0.0,0.061
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018297_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-24,706540.0,0.0,0.168,"(0.0,0.168)",0.0164,0.0135,0.0002,0.024,0.052,0.014,0.0,0.005
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018298_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-25,707045.0,0.0,0.421,"(0.0,0.421)",0.135,0.0411,0.0017,0.161,0.231,0.136,0.044,0.114
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018298_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-25,707045.0,0.0,0.559,"(0.0,0.559)",0.0903,0.0437,0.0019,0.119,0.204,0.09,0.0,0.062
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018298_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-25,707045.0,0.0,0.156,"(0.0,0.156)",0.0164,0.0136,0.0002,0.025,0.055,0.014,0.0,0.005
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018299_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-26,704931.0,0.0,0.421,"(0.0,0.421)",0.1361,0.0414,0.0017,0.162,0.232,0.137,0.045,0.115
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018299_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-26,704931.0,0.0,0.542,"(0.0,0.542)",0.0881,0.0437,0.0019,0.116,0.201,0.088,0.0,0.059
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018299_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-26,704931.0,0.0,0.141,"(0.0,0.141)",0.017,0.0136,0.0002,0.025,0.053,0.015,0.0,0.006
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018300_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-27,706482.0,0.0,0.421,"(0.0,0.421)",0.1362,0.0409,0.0017,0.162,0.231,0.137,0.047,0.116
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018300_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-27,706482.0,0.0,0.672,"(0.0,0.672)",0.0837,0.0417,0.0017,0.111,0.193,0.084,0.0,0.056
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018300_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-27,706482.0,0.0,0.15,"(0.0,0.15)",0.0171,0.0134,0.0002,0.025,0.053,0.015,0.0,0.006
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018301_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-28,706471.0,0.0,0.421,"(0.0,0.421)",0.1367,0.0409,0.0017,0.163,0.233,0.138,0.046,0.116
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018301_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-28,706471.0,0.0,0.671,"(0.0,0.671)",0.0825,0.0404,0.0016,0.109,0.188,0.083,0.0,0.056
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018301_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-28,706471.0,0.0,0.149,"(0.0,0.149)",0.0173,0.0133,0.0002,0.026,0.054,0.015,0.0,0.007
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018302_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-29,706253.0,0.0,0.421,"(0.0,0.421)",0.1374,0.0411,0.0017,0.164,0.234,0.138,0.047,0.117
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018302_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-29,706253.0,0.0,0.67,"(0.0,0.67)",0.0822,0.0403,0.0016,0.108,0.186,0.082,0.0,0.056
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018302_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-29,706253.0,0.0,0.154,"(0.0,0.154)",0.0177,0.0134,0.0002,0.026,0.054,0.016,0.0,0.007
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018303_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-30,704281.0,0.0,0.433,"(0.0,0.433)",0.1374,0.041,0.0017,0.164,0.234,0.138,0.047,0.117
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018303_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-30,704281.0,0.0,0.67,"(0.0,0.67)",0.0827,0.0412,0.0017,0.109,0.19,0.083,0.0,0.055
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018303_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-30,704281.0,0.0,0.163,"(0.0,0.163)",0.0177,0.0136,0.0002,0.026,0.054,0.016,0.0,0.007
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018304_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-31,704155.0,0.0,0.433,"(0.0,0.433)",0.1372,0.0411,0.0017,0.164,0.234,0.138,0.047,0.117
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018304_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-31,704155.0,0.0,0.675,"(0.0,0.675)",0.0817,0.0408,0.0017,0.108,0.187,0.081,0.0,0.055
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018304_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-10-31,704155.0,0.0,0.152,"(0.0,0.152)",0.0176,0.0136,0.0002,0.026,0.054,0.015,0.0,0.007
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018305_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-01,704498.0,0.0,0.432,"(0.0,0.432)",0.1369,0.0411,0.0017,0.163,0.233,0.138,0.046,0.116
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018305_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-01,704498.0,0.0,0.679,"(0.0,0.679)",0.0825,0.0415,0.0017,0.109,0.19,0.082,0.0,0.055
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018305_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-01,704498.0,0.0,0.172,"(0.0,0.172)",0.0176,0.0137,0.0002,0.026,0.054,0.015,0.0,0.007
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018306_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-02,704503.0,0.0,0.432,"(0.0,0.432)",0.137,0.0411,0.0017,0.163,0.233,0.138,0.046,0.116
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018306_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-02,704503.0,0.0,0.684,"(0.0,0.684)",0.0818,0.0412,0.0017,0.108,0.189,0.081,0.0,0.054
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018306_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-02,704503.0,0.0,0.188,"(0.0,0.188)",0.0177,0.0137,0.0002,0.026,0.054,0.015,0.0,0.007
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018307_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-03,705264.0,0.0,0.495,"(0.0,0.495)",0.1368,0.0411,0.0017,0.163,0.233,0.137,0.046,0.116
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018307_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-03,705264.0,0.0,1.004,"(0.0,1.004)",0.0815,0.0412,0.0017,0.107,0.186,0.081,0.0,0.054
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018307_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-03,705264.0,0.0,0.188,"(0.0,0.188)",0.0176,0.0137,0.0002,0.026,0.054,0.015,0.0,0.007
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018308_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-04,705144.0,0.0,0.506,"(0.0,0.506)",0.1366,0.0412,0.0017,0.163,0.233,0.137,0.046,0.116
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018308_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-04,705144.0,0.0,1.596,"(0.0,1.596)",0.0809,0.0415,0.0017,0.107,0.188,0.08,0.0,0.053
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018308_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-04,705144.0,0.0,0.188,"(0.0,0.188)",0.0177,0.0138,0.0002,0.026,0.054,0.015,0.0,0.007
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018309_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-05,705066.0,0.0,0.517,"(0.0,0.517)",0.1366,0.0411,0.0017,0.163,0.233,0.137,0.046,0.116
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018309_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-05,705066.0,0.0,1.6,"(0.0,1.6)",0.0807,0.0413,0.0017,0.106,0.185,0.08,0.0,0.053
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018309_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-05,705066.0,0.0,0.195,"(0.0,0.195)",0.0177,0.0138,0.0002,0.026,0.054,0.015,0.0,0.007
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018310_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-06,703482.0,0.0,0.399,"(0.0,0.399)",0.1373,0.0417,0.0017,0.164,0.236,0.138,0.044,0.116
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018310_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-06,703482.0,0.0,1.603,"(0.0,1.603)",0.0806,0.044,0.0019,0.107,0.191,0.079,0.0,0.051
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018310_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-06,703482.0,0.0,0.195,"(0.0,0.195)",0.0183,0.0149,0.0002,0.027,0.057,0.016,0.0,0.007
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018311_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-07,699172.0,0.0,0.399,"(0.0,0.399)",0.1371,0.0417,0.0017,0.163,0.233,0.137,0.046,0.116
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018311_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-07,699172.0,0.0,1.606,"(0.0,1.606)",0.0807,0.0462,0.0021,0.106,0.19,0.078,0.0,0.05
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018311_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-07,699172.0,0.0,0.18,"(0.0,0.18)",0.0184,0.015,0.0002,0.027,0.057,0.015,0.0,0.007
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018312_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-08,694397.0,0.0,0.51,"(0.0,0.51)",0.138,0.0426,0.0018,0.164,0.236,0.138,0.044,0.116
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018312_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-08,694397.0,0.0,0.608,"(0.0,0.608)",0.0797,0.0446,0.002,0.105,0.189,0.077,0.0,0.049
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018312_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-08,694397.0,0.0,0.195,"(0.0,0.195)",0.0196,0.0165,0.0003,0.028,0.059,0.016,0.0,0.007
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018313_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-09,694449.0,0.0,0.452,"(0.0,0.452)",0.1373,0.043,0.0019,0.164,0.237,0.137,0.042,0.115
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018313_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-09,694449.0,0.0,0.526,"(0.0,0.526)",0.0778,0.0437,0.0019,0.103,0.185,0.076,0.0,0.048
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018313_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-09,694449.0,0.0,0.246,"(0.0,0.246)",0.0197,0.0174,0.0003,0.028,0.059,0.016,0.0,0.007
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018314_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-10,700742.0,0.0,0.465,"(0.0,0.465)",0.1351,0.0406,0.0017,0.16,0.227,0.135,0.048,0.115
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018314_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-10,700742.0,0.0,1.42,"(0.0,1.42)",0.0808,0.0441,0.0019,0.105,0.186,0.077,0.0,0.051
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018314_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-10,700742.0,0.0,0.171,"(0.0,0.171)",0.0178,0.0137,0.0002,0.025,0.05,0.016,0.0,0.008
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018315_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-11,698824.0,0.0,0.48,"(0.0,0.48)",0.1346,0.0406,0.0016,0.16,0.227,0.135,0.048,0.115
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018315_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-11,698824.0,0.0,1.399,"(0.0,1.399)",0.0798,0.0433,0.0019,0.103,0.181,0.076,0.0,0.051
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018315_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-11,698824.0,0.0,0.171,"(0.0,0.171)",0.0176,0.0132,0.0002,0.025,0.05,0.016,0.0,0.008
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018316_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-12,700500.0,0.0,0.479,"(0.0,0.479)",0.1349,0.041,0.0017,0.16,0.229,0.135,0.045,0.114
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018316_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-12,700500.0,0.0,1.392,"(0.0,1.392)",0.0806,0.0446,0.002,0.106,0.188,0.077,0.0,0.051
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018316_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-12,700500.0,0.0,0.182,"(0.0,0.182)",0.0177,0.0136,0.0002,0.025,0.05,0.015,0.0,0.008
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018317_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-13,699991.0,0.0,0.478,"(0.0,0.478)",0.1347,0.0411,0.0017,0.16,0.229,0.135,0.045,0.114
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018317_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-13,699991.0,0.0,1.386,"(0.0,1.386)",0.0805,0.0446,0.002,0.106,0.188,0.077,0.0,0.051
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018317_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-13,699991.0,0.0,0.186,"(0.0,0.186)",0.0177,0.0136,0.0002,0.025,0.052,0.016,0.0,0.007
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018318_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-14,702029.0,0.0,0.477,"(0.0,0.477)",0.135,0.041,0.0017,0.16,0.227,0.135,0.048,0.115
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018318_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-14,702029.0,0.0,1.38,"(0.0,1.38)",0.0794,0.0427,0.0018,0.104,0.183,0.077,0.0,0.051
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018318_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-14,702029.0,0.0,0.181,"(0.0,0.181)",0.0177,0.0135,0.0002,0.025,0.05,0.016,0.0,0.008
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018319_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-15,702186.0,0.0,0.476,"(0.0,0.476)",0.1349,0.0409,0.0017,0.16,0.227,0.135,0.048,0.115
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018319_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-15,702186.0,0.0,1.375,"(0.0,1.375)",0.0796,0.0426,0.0018,0.104,0.183,0.077,0.0,0.051
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018319_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-15,702186.0,0.0,0.181,"(0.0,0.181)",0.0177,0.0133,0.0002,0.025,0.05,0.016,0.0,0.008
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018320_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-16,702036.0,0.0,0.476,"(0.0,0.476)",0.1353,0.041,0.0017,0.161,0.23,0.135,0.046,0.115
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018320_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-16,702036.0,0.0,1.369,"(0.0,1.369)",0.0788,0.0421,0.0018,0.103,0.182,0.077,0.0,0.05
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018320_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-16,702036.0,0.0,0.192,"(0.0,0.192)",0.0178,0.0133,0.0002,0.025,0.05,0.016,0.0,0.008
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018321_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-17,701737.0,0.0,0.475,"(0.0,0.475)",0.1347,0.0409,0.0017,0.16,0.227,0.135,0.048,0.115
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018321_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-17,701737.0,0.0,1.371,"(0.0,1.371)",0.0796,0.0428,0.0018,0.104,0.183,0.077,0.0,0.051
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018321_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-17,701737.0,0.0,0.189,"(0.0,0.189)",0.0174,0.0131,0.0002,0.025,0.05,0.015,0.0,0.008
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018322_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-18,700337.0,0.0,0.524,"(0.0,0.524)",0.1351,0.0409,0.0017,0.16,0.227,0.135,0.048,0.115
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018322_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-18,700337.0,0.0,1.372,"(0.0,1.372)",0.0797,0.0434,0.0019,0.104,0.183,0.077,0.0,0.051
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018322_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-18,700337.0,0.0,0.223,"(0.0,0.223)",0.0176,0.0132,0.0002,0.025,0.05,0.016,0.0,0.008
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018323_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-19,697890.0,0.0,0.524,"(0.0,0.524)",0.1354,0.041,0.0017,0.161,0.23,0.135,0.046,0.115
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018323_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-19,697890.0,0.0,0.934,"(0.0,0.934)",0.0801,0.0438,0.0019,0.105,0.186,0.077,0.0,0.051
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018323_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-19,697890.0,0.0,0.223,"(0.0,0.223)",0.0177,0.0134,0.0002,0.025,0.05,0.016,0.0,0.008
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018324_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-20,696701.0,0.0,0.524,"(0.0,0.524)",0.1353,0.0411,0.0017,0.161,0.23,0.135,0.046,0.115
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018324_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-20,696701.0,0.0,0.934,"(0.0,0.934)",0.0796,0.0425,0.0018,0.104,0.182,0.078,0.0,0.052
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_2_doy2018324_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-20,696701.0,0.0,0.223,"(0.0,0.223)",0.0178,0.0133,0.0002,0.025,0.05,0.016,0.0,0.008
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_0_doy2018325_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-21,699934.0,0.0,0.489,"(0.0,0.489)",0.1358,0.0411,0.0017,0.161,0.228,0.136,0.049,0.116
MCD43A1_006_BRDF_Albedo_Parameters_shortwave_1_doy2018325_aid0001,BRDF_Albedo_Parameters_shortwave,aid0001,2018-11-21,699934.0,0.0,0.934,"(0.0,0.934)",0.0772,0.0412,0.0017,0.101,0.177,0.076,0.0,0.05
